2020-04-09 11:02:31 
Start install: C:\server\www\shopclear\tmp\JoomShopping_black_template_QS_1.0.1.zip IP:127.0.0.1 UID:567
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/demofiles.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/load.js.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/playmedia.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/product_default.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/ratingandhits.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/related.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/product/review.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/products/products.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/search/characteristics.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/search/form.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/search/noresult.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/search/products.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/editaccount.js.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/editaccount.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/groupsinfo.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/login.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/logout.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/myaccount.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/register.js.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/user/register.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/vendor/info.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/vendor/products.php
2020-04-09 14:33:53 Copy file: /components/com_jshopping/templates/default_div/vendor/vendors.php
2020-04-09 16:43:06 
Start install: C:\server\www\shopclear\tmp\JomShopping_addon_resize_product_picture_v2.3.zip IP:127.0.0.1 UID:567
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/controllers/resize.php
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/images/refresh.png
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/lang/resize/de-DE.php
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/lang/resize/en-GB.php
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/lang/resize/ru-RU.php
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/views/resize/view.html.php
2020-04-09 16:43:06 Copy file: /administrator/components/com_jshopping/views/resize/tmpl/default.php
2020-04-09 16:43:06 Copy file: /components/com_jshopping/lang/resize/de-DE.php
2020-04-09 16:43:06 Copy file: /components/com_jshopping/lang/resize/en-GB.php
2020-04-09 16:43:06 Copy file: /components/com_jshopping/lang/resize/ru-RU.php
2020-04-10 13:02:08 
Start install: C:\server\www\shopclear\tmp\addon_api_1.0.4.zip IP:127.0.0.1 UID:567
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/controllers/addon_api_about.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/controllers/addon_api_baseadmin.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/controllers/addon_api_config.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/controllers/addon_api_connections.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/controllers/addon_api_users.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/images/addon_api/logo.png
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/models/addon_api_baseadmin.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/models/addon_api_config.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/models/addon_api_connections.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/models/addon_api_users.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/views/addon_api/view.html.php
2020-04-10 13:02:08 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/about.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/config.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/connection.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/connections.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/log.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/menu.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/user.php
2020-04-10 13:02:09 Copy file: /administrator/components/com_jshopping/views/addon_api/tmpl/users.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/.htaccess
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/addon_api.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/addon_api.txt
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/params.ini
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/sections_and_tasks.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/uninstall.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/addons/addon_api/version_history.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api_checkout.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api_subcontroller.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/addon.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/api.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/cart.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/category.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/checkout.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/connection.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/content.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/order.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/product.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/shop.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/user.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/controllers/addon_api/wishlist.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/css/addons/addon_api/addon.css
2020-04-10 13:02:09 Copy file: /components/com_jshopping/css/addons/addon_api/documentation.css
2020-04-10 13:02:09 Copy file: /components/com_jshopping/entities/addon_api/connection.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/entities/addon_api/user.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/files/addon_api/addon_api_documentation.htm
2020-04-10 13:02:09 Copy file: /components/com_jshopping/js/addons/addon_api/documentation.js
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lang/addon_api/de-DE.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lang/addon_api/en-GB.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lang/addon_api/ru-RU.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/addon_corext.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/autoload.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/entity.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_addon.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_cart.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_category.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_checkout.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_connection.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_content.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_order.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_payment.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_product.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_request.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_server.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_success.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_user.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/exception_wishlist.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/observer_payment_method.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/proto.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/lib/addon_api/singleton.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_adapter.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_addon.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_cart.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_category.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_checkout.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_connection.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_content.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_datatype.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_documentation.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_order.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_payment.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_product.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_productssearch.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_reply.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_shop.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_user.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_user_api.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/models/addon_api_wishlist.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/payments/addon_api/pm_paypal_plus.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/payments/addon_api/pm_sofortueberweisung.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/payment_form_pm_paypal_plus.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/payment_form_pm_sofortueberweisung.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/index.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/report.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/report_group.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/section.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/section_menu_item.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/task.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/task_param.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/task_param_short.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/task_params.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/task_params_short.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/version.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/documentation/version_change.php
2020-04-10 13:02:09 Copy file: /components/com_jshopping/templates/addons/addon_api/fields/content.php
2020-04-10 13:02:09 Copy file: /plugins/jshoppingadmin/addon_api/addon_api.php
2020-04-10 13:02:09 Copy file: /plugins/jshoppingadmin/addon_api/addon_api.xml
2020-04-10 13:02:09 Copy file: /plugins/jshoppingmenu/addon_api/addon_api.php
2020-04-10 13:02:09 Copy file: /plugins/jshoppingmenu/addon_api/addon_api.xml
2020-04-10 13:02:09 Copy file: /plugins/system/addon_api/addon_api.php
2020-04-10 13:02:09 Copy file: /plugins/system/addon_api/addon_api.xml
